avar3ka,avar3ka,ppan3,ppana,bqpar,bgthakh,bgbalg,pponie,pp3na,ppan3,wpolC,ppana,wpolC,ppana,ppane,osifE,ppan3,prbErg,gzvElg,glbalg,hagaLa,ppani,oS3f,wpolC,ppana,p10_panie,jdvelg,ppan3,ppon3,kipElg3,,ckpara,kmpel,ppan3,lrbarg,lsvalg,lubarg,pana,pani,pana,kfvalk,pana,pp3x3,pana,mnb3rxiko,ntvalg,pana,pana,pan3,orpox3i,prpon,p3x3,ppang3,pebarg,p20_pana,ppan3,ppan3,srbarg,pana,sgbErg,sivalk,sqvolg,bcthakh,sdbalg,fabalg,pana,tgbarg,tlliv3,kon3,ponia,vavElg,pp3x3,wnpani,,wpolC,yakifk,ydp3nok,ponie,diperr
asuri,asuri,ps3rm3n,ppost3ke,bqpus,bgpost,,ps3rm3n,pc3rm3n,pc3rm3n,wpist,ppost,wpist,psarm3n,pc3rm3n,ocar,ppost3ke,prpost,gzpis,,hatokiL,pput3x3i,osarm,wpist,pc3rm3n,p10_carman,jdnust,ppost,pcarm3n,,zupost,ckpest,kmCerm,pCarm3n,lrpiss,,lupus,c3rm3n,c3rm3n,s3rm3n,,c3rm3n,ps3rm3n,s3rm3n,mnphost,,c3rm3n,sarm3n,s3rm3n,orc3rmun,prpust,post3ke,ppost,pepust,p20_s3rm3n,ppost,ppost,,carman,sgpost,sipus,,bcphost,,,c3rm3n,tgpust,tlpust,c3rm3n,petaqai,,pcarm3n,wnc3rm3n,yapust,wpist,yakux,ydk3r3st,c3rm3n,diposte
avohuni,avohuni,pwina,pwin3,bqxi,bglanj,bgon,pwina,pina,pwina,wwuxEn,pwin3,wwuxEn,pwina,pwina,otog,pwin3,prXun,,glXun,hawini,pwin3,otug,wwuxEn,pwina,p10_win3,jdxun,pwin3,pwin3,kigoni,zukhuwaym,ckxen,kmxwin,pwin3,lrxin,lsXun,luxun,win3,ina,win3,kfxun,win3,pwin3,wina,mnyin3,ntXun,win3,wina,wina,orsun,prhin,win3,pwin3,pexun,p20_win3,pwin3,pwin3,srXin,in3,sgwiXin,sifin,sqXin,bchon,,faxin,win3,tgXun,tlxun,win3,win3,vaxun,pwina,wnwin3,yawEXin,wwuxEn,yaxun,ydino,wina,digunni
aas,aast,paduke,phaduke,bq7osoxu,,bga8,ph3dik3,paduk3i,paduke,wyESC,p3duk3i,wyoSC,paduke,paduke,ostEg,paduke,prostoXon,,glostEXan,hapeSa,p3duke,oStEg,wyESC,paduke,p10_adukai,jdostxu,paduk3i,paduka,kiastE,zukhar,ckesqon,kmhesti,paduk3i,lrXossoxun,lsastoqan,luhas,aduke,aduk3i,aduke,,aduke,p3dik3i,aduke,mny3sti,ntostEXan,aduke,aduke,aduke,orh3dh,prhadX,aduke,paduk3i,peostoxun,p20_aduke,padukei,paduke,srastaXun,adukai,sgsitXon,sisakal,sqasteka,bchad,,faassa,aduke,tgustuXon,tlost3,aduki,adukai,vaEsdoxan,p3dikai,wnh3d,yasitEk,wyoSC,yaSeg,ydyasti,aduk3i,diu7ste
asruie,asru,pak3r,pxk3r,bqSox,bgSah,,pSk3r,pxk3r,pxk3r,,pSk3r,,pxk3r,pSk3r,osika,pxk3r,prsoX,,,,pxk3r,oS3kaagain,,pSk3runa,p10_xk3r,jdsirg,pSk3r,pSk3r,,zuqarn,ckSox,kmqiloC,pSk3r,lrSax,,luSax,xk3r,xk3r,xk3r,,xk3r,pSk3r,xk3r,mnSux,,xk3r,xk3r,ak3r,orSuk3re,,xkar,pSk3r,peS3x,p20_xk3r,pSk3r,pSk3r,,xk3r,sgXox,,,,,fabiq,xk3r,tgSoX,tlSox,xk3r,xk3r,vaSax,pSkar,wnSuk3r,yaSoX,,yaxow,ydSu,xk3r,diustre
agaoSo,agaoSa,pxw3g,pxw3g,bqguS,,bggoS,pxw3Z,pxw3g,pxw3g,wxiS,pxw3Z,wxiS,pxw3g,pxw3g,oxos,pxw3g,prgouS,,glguS,hagoS,pxweg,oquS,wxiS,pxweZ,p10_xweg,jdguS,pxw3Z,pxw3g,kigos,zugoS,ckge,kmguh,pxw3Z,lrgoS,lsguS,luguS,xw3g,xwag,xw3g,,xw3g,pxeZ,xw3g,mnxoi,ntguS,xwag,xw3g,xw3g,orgoi,prguS,xw3g,pxw3Z,peguS,p20_xw3g,pxw3Z,pxw3Z,srgiS,xw3g,sgXox,,sqguS,bcgoS,sdguS,faguS,xw3g,tgguS,tlhuS3,xeg,xweg,vaguS,pxwoZ,wnxw3Z,yaXuS,wxiS,yax3von,ydxo,xweg,digoS
aCaSma,aCaSman,pst3rg3,pst3rga,bqtiye,bgCham,bgCam,pst3rga,pst3rg3,pst3rg3,wCejm,pst3rga,wCejm,pst3rg3,pst3rg3,ocEstE,pst3rg3,prCeSm,gzCoS,glCum,haCam,pst3rg3,osESt,wCejm,pst3rga,p10_st3rg3,jdCum,pst3rg3,pst3rg3,kic3m,zuCom,ckCow,kmCav,pst3rg3,lrcaS,lsCaS,lutiya,st3rg3,st3rga,st3rg3,kfCam,st3rg3,pst3rg3,st3rg3,mnCom,ntCEm,st3rga,st3rg3,st3rg3,orcom,prteC,st3rg3,pst3rg3,peCeSm,p20_st3rg3,pst3rg3,pst3rg3,srCaS,st3rg3,sgCEm,siCaS,sqCoS,bcCham,sdCaw,fatiye,st3rg3,tgCaSm,tlC3S,st3rg3,st3rg3,vaCEm,pst3rg3,wnst3rg,yaXurdE,wCejm,yaCam,ydCam,st3rga,diCum
anaNha,anah,ppoz3,ppoza,bqdamax,bgphonz,,ppeza,ppoza,ppoz3,wmis,ppoza,wmis,ppoz3,ppoz3,ofiy,ppoz3,prbini,gzdumax,gldEmaq,haluta,psuNg3,of3nz,wmis,ppoza,p10_pez3,jdvini,pp3z3,ppez3,kip3rn3k3,zunokharet,cklut,kmpoz,ppaz3,lrdomag,lsvini,lunoft,poza,phoza,poza,kfdomaq,poza,ppez3,poza,mnfosk3,ntdEmoq,paz3,poz3,poz3,ornene,prneStX,poz3,pp3z3,pedam3G,p20_poza,pp3z3,pp3z3,srvani,suNg3,sgnEc,sipet,sqven,bcphonz,sdpit,fapuz,poz3,tgbini,tlvini,peza,peza,vavinfE,ppez3,wnpiz3,yanEys,wmis,yaneZ,ydfesko,s3Nga,dizunji
adata,adata,pxax,pxax,bqdEndu,bgdathan,bg8a48an,pxw3S,pxax,pxax,wd3nd3k,pxaS,wd3nd3k,pxax,pxwaS,odEndag,pxax,prdEndon,,glgaz,hadi8an,pxax,odEndag,wd3nd3k,pxaS,p10_xax,jddendu,pxaS,pxwoS,,,ckdon,kmdidan,pxaS,lrdudu,lsdEndon,ludandun,xax,xax,xax,,xax,pxoS,xax,mnlod3,ntdandun,xax,xax,xax,org3s,prdanon,xox,pxaS,pedand3n,p20_xax,pxaS,pxaS,srdanun,xax,sg8indon,,sqdenon,bcdathan,sddiyan,fadeyondu,xax,tgdandon,tldondon,xox,xwox,vadendan,pxwoS,wnxaS,yadindEk,wd3nd3k,ya8an,ydl3t,xwox,didundan
ahizua,ahizva,pjib3,pjiba,bqzebu,bgzawan,bgzuban,pZ3ba,pZiba,pjib3,wzikh,pZ3b3,wzikh,pjib3,pjib3,oEvzag,pjib3,przEbon,,glzEban,hazuan,pZib3,oEvZag,wzik,pjiba,p10_jib3,jdzuhun,pZ3b3,pZ3b3,kizon,zuzuwan,ckzimon,kmziman,pz3b3,lrzabu,lszEbon,luz3wn,jEb3,Z3ba,jib3,kfozon,jEb3,pZ3ba,j3b3,mnzub3n,ntozon,Z3ba,jib3,jib3,orz3ban,prbon,Z3b3,pz3b3,pezab3n,p20_jib3,pZ3b3,pz3b3,srzEvon,Z3b3,sgziv,sizuwan,sqzubon,bczawan,,fazou,jib3,tgzabon,tlzivon,Zib3,j3b3,vazuan,pz3b3,wnzb3,yazivok,wzikh,yazveg,ydzebix,Z3ba,dizuwan
aZnu,aZnu,,,bqz3ni,bgkhond,,,,,,,,,,owErag,,przonu,,glzanu,haCoka,,owErag,,,,jdsurezani,,,kicok,,ckaZno,kmCok,,lrzani,lszonE,luzuni,,,,kfzani,,,,,ntzonu,,zangun,,,przonu,,,pez3nu,,,,srzonu,,sgzon,sizani,sqzonu,,,fazuni,,tgzonu,tlzoni,,,vaErzane,,,yazonk,,yaz3n,,,disaqe
azasto,azasta,pleC3,plas,bqdas,bgdast,bg8as8,plos,plas,pleC3,,plas,,plas,plas,oarE,plas,prdEst,gzdEs,gldEst,,plas,okuX,,plas,p10_las,jddes,plas,plos,kidEst,zudist,ckdast,kmdest,plas,lrdass,lsdast,ludas,las,las,las,,las,plos,Las,mnlost3,ntdas,las,las,leC3,orbizEr,prdost,los,pl3C,pedast,p20_las,plas,plas,srdas,las,sg8ost,sidas,sqdost,bcdast,sddas,fadas,las,tgdast,tldost,los,los,vapenjE,pw3z3r,wnlas,yadEst,,ya8ust,ydl3st,los,didest
afStano,afStana,psina,psina,bqpeso,bggwar,bggwar,psina,psina,psina,,psin3,wpuz,psina,psin3,orew,psin3,prsinE,gzsina,glsinE,hamama,psin3,oriw,wpijbor,psina,p10_sina,jdnene,psin3,psina,kic3z3k,zusino,cksiN,kmpesir,psin3,lrSir,lssinE,lupisun,sina,sina,sina,,sina,psin3,sina,mnfuz,ntsinE,sin3,sina,sina,orsina,prsino,sina,pzig3r,pepestun,p20_sin3,psin3,psina,srsinE,sin3,sgbiS,sisine,sqsinE,,sdsanig,fam3me,sin3,tgsina,tlsin3,sin3,sin3,vasinE,psin3,wnjig3r,yavunE,wpoz,yadot,ydfiz,sina,dipustun
ayakar3,ayakar3,,,,bglaghar,,,,,,,,,,oyegEr,,prjegEr,gzjigEr,,hayahar,,oigEr,,,,jdZiger,,,,,ckjarg,kmjeger,,lrjegar,,,,,,,,,,,,,ena,,,prjEgar,,,pejegar,,,,,,sgcigEr,siyegar,,bcyaghar,sdTiyir,,,tgjigar,tlj3x3,,,,,,yaSypurdE,,ya8ed,,,dikezev
axvaraiti,axwar,psk3,psk3,bqxard,bglawaSagh,,pC3,psx3,psk3,,pCS3,,psk3,psk3,oniwaz,psk3,prnouSidEn,gznuS,glXurdEn,,pcx3,onwaZ,,psk3,p10_sx3,jdhenZire,pCS3,pCS3,kis3m3tEn3,zukhordiS,ckxwordinawa,kmvexwarin,pCS3,lrxarda,,luxard,ske,sk3,sk3,,sk3,pCS3,sk3,mnSom,ntbaXor,sx3,sk3,sk3,ortot,prtharX,Cik3,pCSe,pexord,p20_sk3,pCS3,pCS3,,Cx3,sgqilCidow,sinowsidan,,bcwaragh,sdxwardin,faxar,sk3,tgnuSidan,tlpeSom,sk3,c3x3,,ptS3,wnxw3,yaZEv,,yaxomt,ydS3m,cx3,diSumtuS
avaenaiti,avaen,plid3,,bqdi,bgditha,bggi48,plid3,plid3,plid3,,plid3,,plid3,plido,owin,plid3,prdidEn,gzven,gldeEn,,pk3t3,ow3n,,plido,p10_lid3,jddire,plid3,plid3,kivin3tEn3,,ckbinin,kmditin,plid3,,,ludid,lid3,lido,lid3,kfvin,lid3,plid3,lid3,mnliSky,ntbevin,lid3,k3t3,lid3,ordiekh,prboC,lido,plidE,pedid,p20_lid3,plid3,plid3,srbEdiman,lid3,sgwin,sidiyan,sqbEdian,bcditha,,favin,lid3,tgdidan,tlvind,lid3,lid3,vavin,plid3,wnlid,yawEn,,,ydleSC,lid3,didiyayuS
asurunaoiti,asru,pwred3,pwred3,bq7aSni,bgaSkanagh,bguSkin,prwed3,pwred3,pwred3,,pwred3,,pwred3,pwredo,oixos,pwred3,prSonidEn,gzESnuft,gliSnavEstEn,,pwridu,oquS,,pwred3,p10_wred3,jdSinovusde,pwred3,pwred3,kihEsnaEn3,,ckbistin,kmbihiStin,prwed3,lrSonofta,,lu7iSnowft,wred3,wred3,wred3,,wred3,pwred3,wred3,mnxoilEt,ntSEnEve,wred3,awred3,wred3,oramarye,prharw,wrido,prwed3,peSenid,p20_wred3,prwed3,pwred3,,wred3,sgxin,siguSkerdan,,bcaskhanagh,sdgusdayin,,wred3,tgSunidan,tlm3s,wrid3,wred3,,prwed3,wnrwi,yaduXus,,,ydxoil3t,wred3,di7hesyayuS
amiriete,amar,pm3r,pm3r,bqmord,bgmir,bgmir,pm3r,pm3r,pm3r,,pm3r,,pm3r,pm3r,omEl,pm3r,prmordEn,gzmErt,glmErdEn,hamar8ay,pm3r,omEl,,pm3r,p10_m3r,jdmirde,pm3r,pm3r,kimErdEn3,zumurdpast,ckgiyondarCun,kmmirin,pm3r,,,lumord,mar,m3r,mar,kfmir,mar,pm3r,m3r,mnm3ro,ntmardEn,mr3,mr3,m3r,ormul3,prmorX,m3r,pm3r,pemord,p20_m3r,pm3r,pmur,,m3r,sgmEr,simerdan,,bcmiragh,sdmirdin,,m3r,tgmurdan,tlmord,m3r,m3r,vamer,pm3r,wnm3r,yamir,,yamard,ydmuLo,m3r,dimerduS
ajasaiti,ajam,prax,prax,bq7ouEi,bgagh,bga,prox,pr3x,prax,,prax,,prax,prax,ocEw,prax,promEdEn,gziy,glamon,haamay,prax,osEw,,prax,p10_rax,jdomore,prax,,kiamaEn3,zuhamedpast,ckfarmun,kmhatin,pra,,,lu7uma,rax,r3x,rax,kfema,rax,prox,rax3,mnaxoi,ntburE,ratl3,ratl3,rax,orr3zo,,rox,pra,pe3mad,p20_ra,prax,prax,,rax,sgyEd,siameyan,,bcagh,sdhat,faa,rax,tgomadan,tlom,rox,rox,,prox,wnrax,yavvou,,,yd3xoi,rox,diamyayuS
ahuar3,ahvar3,pnw3r,pnw3r,bq7aft3w,bgroC,bgroC,pmir,pnm3rst3rga,pnw3r,wyir,plm3r,wyir,pnw3r,pnw3r,oXor,pnw3r,prEftEw,,glXurSid,harojiar,pmEr3st3rg3,oXur,wyir,pnmer,p10_mer,jdCiSme,plm3r,,kitiZi,zuintafo,ckxor,kmroZ,pnm3r,lrXaftow,lsaftEw,lugarma,nw3r,,nwar,kfafto,nw3r,pxorm3st3rga,d3nm3rst3rga,mnmira,ntoXtov,lm3r,nw3r,nw3r,ormier,prruC,mer3st3rg3,pnm3r,pexorSid,p20_nwar,plm3r,plm3r,sroftob,m3rst3rg3,sgXir,siaftow,sqaftow,bcroS,,faafto,nw3r,tgoftob,tlh3Si,lmer3st3rg3,mier,vaxor,pmi3st3rg,wnmer,yaXur,wyir,yaxvor,ydmira,mErast3rga,diroZ
astaro,astar,pstore,pstore,bqbu8,bgastar,bgs8ar,pstera,pstore,pstore,wustor,pstore,wstor,pstore,pstore,ostalu,pstore,prsetorE,,glsEtarE,hahasara,pstor3i,oStal3,wsitoro,pstore,p10_storai,jdastara,pstorE,pstor3,,zustarg,ckastera,kmster,pstor3i,lrsetara,,lusitara,store,stor3i,store,kfEstare,store,pstor3i,store,mnist3r3,ntEsarE,store,store,store,orstor3k,prEsteC,store,pstore,pesetare,p20_store,pstore,pstor3i,,storai,sgxitErc,siesara,,bcistar,,faosare,store,tgStora,tlostov3,stor3,storai,,pstor3i,wnstori,yabildingE,ws3tor,yaStarak,ydestari,stor3i,diustare
aafS,aap,pub3,poba,bq73w,bgab,bgap,peb3,pub3,pub3,wyuphkh,pob3,wyuphkh,pub3,pub3,odon,pub3,prEw,,glab,haawi,pub3,odon,wyuphkh,pub3,p10_ob3,jdXov,pub3,pob3,kiuw3,zuhau,ckow,kmav,pub3,lrXaw,lsEw,lu73w,ob3,obah,ub3,kfo,ub3,peb3h,oba,mnyoxo,ntov,ob3,ub3,ob3,orw3kh,prow,ob3,pw3b3,pe3b,p20_ob3,pub3,pwob3,sru,ub3,sgxEc,siow,sqow,bcaf,sdaw,fao,ub3,tgob,tlov,ob3,ob3,vaawE,pyeb3,wnob3,yaop,wyupkh,yaxex,ydy3xo,oba,diaw
aasma,aasan,pkane,pkane,,bgsiN,bgsiNg,pkora,ptiga,pkane,wxor,pd3b3r3,wxor,pkane,pkane,odor,pg3t3,prsEng,gzseNg,glsENg,hatawani,pk3ne,odur,wxor,pkane,p10_tig3,jdsEnx,pkane,pkon3,kikemErE,zuraygh,ckbard,kmkevir,pkan3i,lrsaN,lssENg,lubErd,kane,tiga,kane,,g3ta,pkona,gata,mnkoiko,ntsENg,tig3,kane,g3ta,org3p,prgEr,tig3,pd3b3r3,pesang,p20_kane,pkane,pkane,srsaNg,tig3,sgZir,sivard,sqsoNg,bckhoh,,fasaN,kane,tgsang,tlsix,kon3,tiga,vasEN,pgola,wnk3nd3,yasaNk,wxor,yaxar,ydx3r,tiga,di7si
aatarS,aatar,pour,pwor,bqtaS,bgas,bga8iS,pyer,pwor,pour,wroxnix,pour,wroxnix,pour,pour,oZing,pour,proteS,,glatES,haEr,pour,oZ3ng,wroxnig,pwor,p10_wor,jdX3toS,paw3r,pour,kiad3r,zuhatiS,ckogir,kmagir,pour,lrtaS,lsotES,lutaS,our,or,our,,our,pyer,woro,mnyuL3,ntotES,our,our,our,orr3w3,prorX,our,pour,pe3teS,p20_our,pour,pour,srotiS,our,sgElow,siuir,sqatES,bcas,sdayir,fataS,our,tgotaS,tlot3S,wor,wor,vaayr,pyor,wnaw3r,yaolou,wroxnig,yayec,ydyur,wor,diadur
apanta,apa8,plar,plar,bqCada,,,pLar,plar,plar,wvodekh,plar,wvodekh,plar3,plar,ofEndag,plar,prroh,gzre,,,plial,ofEndag,ww3dok,plar,p10_li3r,jdZix3,plar,pliar,,zutayra,ckre,kmre,plar,lrjaddamra,lsro,lujada,lar,lar,lar,kfjade,lar,pliar,laro,mnpodo,,lar,lar,lar,orrai,prpanon,liar3,pliar,perah,p20_lar,plar,plar,srXiobun,liar,sgpond,sirah,sqra,bcdag,sdriyig,farah,lar3,tgparaXa,tlr3d,liar,liar,,pliar,wnlar,yarot,wvodEkh,yapan,ydp3do,li3r,diray
agairiS,agairi,,,,bgkoh,bgkoh,,,,,,,,,oXonX,,prkoh,gzku,glku,hakaS,,oXoX,,,,,,,kiko,zuko,ckSox,kmCiya,,lrki,lski,,,,,,,,,,ntku,,Gar,,,prdXor,,,pekuh,,,,srku,,sgku,sikoessan,sqku,bcphawad,,fakoh,,tgk3X,tlbond,,,vaku,,,yaXEr,,yax3rCug,,,dikerre
axSap,axSap,pSpa,pSpa,bqS3w,bgSap,bgSap,pSpa,pSpa,pSpa,wnoxt,pSp3,wnoxt,pSpa,pSpa,oEXsEvE,pSpa,prSew,gzSoi,glSEb,haSawa,pSpa,oEXSEv,wnoxt,pSpa,p10_Spa,jdSew,pSpa,pSpa,kisEw3,zuSo,,kmSev,pSpa,lrSow,lsSEw,luS3w,Spa,Spa,Spa,kfSe,Spa,pSpa,Spa,mnturiko,ntSov,Spa,Spa,Spa,orSiyo,prwEor,Spa,pSpa,peSab,p20_Spa,pSpa,pSpa,srSu,Spa,sgxob,sisow,sqSow,bcSaf,sdsawi,faSo,Spa,tgSab,tlS3v,Spa,Spa,vaSo,pSpa,wnSp3,yaXSEp,wnoxt,yaSab,ydtiro,Sp3,diSew
ap3r3no,ap3r3na,,,bqpor,bgphur,bgser,,,,,,,,,oicag,,prpor,,,hapar,,ozag,,,,jdpur,,,kip3r,,ckpir,kmtiZi,,,lsmaSt,lupor,,,,,,,,,,,dad,,,prpor,,,pepor,,,,srper,,sgCoq,,sqpor,,,,,tgpur,tlpur,,,vaper,,,yapunn,,yaxam,,,dimurd
anauo,anava,pnEwe,pn3we,bqnow,bgnokh,bgnok,pn3wa,pn3we,pn3we,wSexd,pn3we,wSexd,pn3we,pn3wa,onEwEg,,prnEw,,,hataza,pn3we,onEwEg,wSexd,pn3we,p10_n3wai,jdtoze,pn3we,pn3w3,kinEwE,zuno,cktoza,kmnu,pn3w3i,lrnow,,lunow,n3we,n3w3i,nEwe,kfno,n3we,pn3wai,n3we,mnn3ve,,n3wai,nawe,n3we,orniu,prno,n3we,pn3we,pet3zeh,p20_n3we,pn3we,pn3w3i,,n3wai,sgnEw,sinuhu,,bcnokh,sdnu,,n3we,tgnav,tltoZ3,n3w3,n3wai,,pn3w3i,wnnewa,yanEvE,wSexd,yanug,ydno,n3w3i,dinewe
anama,anaman,pnum,pnum,bqn3,bgnam,bgnam,pnum,pnama,pnum,wnuNg,pnum,wnuNg,pnum,pnama,onom,pnum,prnom,,,haname,pname,onom,wnuNg,pnam3,p10_num,jdnumine,pnum,pn3m,kinamE,,cknow,kmnav,pnum,lrXesm,,lunum,num,nama,num,,num,pnum,num,mnnom,,num,num,num,ornam,prnom,nama,pnum,peesm,p20_num,pnum,pnum,,nama,sgnom,sinam,,bcnam,sdnaw,fanum,num,tgnom,tlnom,nam,num,vanawE,pnum,wnnum,yanom,wnuNk,yan3m,ydnam,noma,diname
